time_step,dimension,predicted_value
14,21,1.4075628020724178
14,22,1.591565178200683
14,23,4.1950657518295795
14,24,6.271863266252895
14,25,4.420927386449388
14,26,2.7396051912297055
14,27,3.865216547851242
14,28,4.99719842111147
14,29,4.890202309557833
14,30,4.439119121692897
14,31,2.8101629973599684
14,32,2.0730197085055937
14,33,3.821853021031261
14,34,5.698179514675997
14,35,3.1615177229352565
14,36,1.7268327614893306
14,37,3.2694541721060655
14,38,5.838058582392237
14,39,6.527956810576673
16,0,1.4297341018801117
16,1,2.589567699966252
16,2,5.028960077835514
16,3,5.912827996088923
16,4,4.7216747698416315
16,5,4.640676483768177
16,6,3.574502599904672
16,7,1.9104777480332817
16,8,3.880831129429782
16,9,6.459697662421259
16,10,3.8581366597672235
16,11,1.6066274498276778
16,12,3.1799681608341404
16,13,4.979023891527216
16,14,5.919263772318406
16,15,4.930044608991749
16,16,3.0263790189978566
16,17,3.0822693514447153
16,18,4.3609996618889655
16,19,5.3155906691157275
16,20,3.390482623556029
16,21,0.8727250422193553
16,22,2.288671199455236
16,23,5.627704491849197
16,24,7.329931057927199
16,25,3.1732188091457347
16,26,2.2585139463491135
16,27,4.657138688627839
16,28,6.320332227213477
16,29,4.9971187465834666
16,30,3.270649706862137
16,31,2.303415818011122
16,32,2.7415472623010038
16,33,4.996777437406719
16,34,6.030329339183689
16,35,2.1081268439799716
16,36,1.7750467030222785
16,37,4.392195729144685
16,38,7.719239658325448
16,39,5.805792726221767
18,0,-0.1595421023896867
18,1,3.1103824348011453
18,2,6.970757383226302
18,3,7.00084985085759
18,4,3.883929224376745
18,5,3.581037656843714
18,6,3.088278030028111
18,7,2.5747346652649874
18,8,5.019778322579079
18,9,6.981474360839022
18,10,2.2640264577991105
18,11,1.246089563232177
18,12,3.994081772326186
18,13,6.946471583282184
18,14,6.435343132026857
18,15,3.219782025357959
18,16,2.318506175871436
18,17,3.722783830958143
18,18,5.582876142552076
18,19,5.182568513166106
18,20,1.723327227014536
18,21,0.8887029772182534
18,22,3.145623947400564
18,23,7.515871513576223
18,24,6.8753523368746645
18,25,0.6483558094186173
18,26,2.396709191736433
18,27,6.063082522326299
18,28,7.5190712261590535
18,29,3.381093656127037
18,30,1.812939336329572
18,31,2.564394047974735
18,32,3.9671446428200605
18,33,6.3276667456261615
18,34,5.142790537775113
18,35,0.6670045572972244
18,36,2.268829504675594
18,37,6.082895691789526
18,38,8.785573943835827
18,39,2.193552291817386
20,0,0.7277707946431952
20,1,3.528520109974418
20,2,9.071105183225512
20,3,6.3548260762743185
20,4,1.424177094940391
20,5,2.6930449991126455
20,6,3.794349350561248
20,7,3.7061516332539317
20,8,6.4636799144265105
20,9,5.660051082801428
20,10,0.04279883695598574
20,11,1.7951374812665961
20,12,5.46146191602207
20,13,8.857197381648074
20,14,4.618280964580488
20,15,1.027200364613031
20,16,2.490075222053675
20,17,4.70536211574135
20,18,7.05006541618316
20,19,3.7817437463537185
20,20,-0.1940824498458117
20,21,1.1852646749915166
20,22,4.391617430979094
20,23,9.323750784337738
20,24,3.3958149284351986
20,25,-1.6407494346458538
20,26,2.6709167064758805
20,27,8.322209964159113
20,28,6.463151414308608
20,29,0.296986051508357
20,30,2.0410102657497733
20,31,3.951608819802542
20,32,5.887433082181848
20,33,6.665823587964108
20,34,2.08414859100752
20,35,-0.0018392611707720996
20,36,3.2242609876815185
20,37,8.023454082307778
20,38,6.452486005631513
20,39,-3.0508661397234467
22,0,0.9201213643352315
22,1,5.449267294850424
22,2,10.399899917351044
22,3,2.2339358479884264
22,4,-0.9968860097732358
22,5,3.0862755742558172
22,6,5.517594869404075
22,7,5.721698844020651
22,8,6.3680696783390225
22,9,2.5065225552474053
22,10,-1.0359893685324444
22,11,2.1965479537990293
22,12,7.613667726323305
22,13,8.801849254259226
22,14,-0.3910487089330772
22,15,0.31193243596541875
22,16,3.10388191441246
22,17,6.7929791122225955
22,18,6.594919787633927
22,19,-0.013852051165754276
22,20,-0.47128644954911897
22,21,1.6571573058524494
22,22,6.090599530812843
22,23,8.65182315061557
22,24,-2.245681820138525
22,25,-1.0637200123015875
22,26,1.8348371296133779
22,27,9.798636381722533
22,28,3.5577183862496033
22,29,-2.3040606139904423
22,30,2.5222903273092525
22,31,6.132356928283648
22,32,7.54445922737619
22,33,3.8155123964902917
22,34,-0.8066279669465717
22,35,0.585990215292479
22,36,3.8860552755630557
22,37,9.054320402689704
22,38,0.20040406677026779
22,39,-4.451489697760461
24,0,-0.7362350872840859
24,1,5.690342411618795
24,2,9.729416718175539
24,3,-3.4403836121825075
24,4,0.40032698760748797
24,5,3.2088496114188962
24,6,7.861258943424844
24,7,7.005277812046189
24,8,2.7833720308570453
24,9,-0.3746017253843703
24,10,-0.4691258963516067
24,11,2.1567125066393036
24,12,9.26863543738698
24,13,4.614048132999111
24,14,-4.582839835167315
24,15,1.7236646030439913
24,16,4.696132333565817
24,17,8.220762746731891
24,18,2.7287338392264173
24,19,-2.780112940422901
24,20,0.7114126200752475
24,21,2.4103177445035837
24,22,7.480948803053772
24,23,4.5010831404507945
24,24,-5.526078508494226
24,25,1.568064636783571
24,26,2.9718598878351514
24,27,9.809490695206671
24,28,-0.4803702359965012
24,29,-2.456336186967085
24,30,1.5803285886009981
24,31,8.396800890195438
24,32,6.690713790385155
24,33,-1.725393729238641
24,34,-0.6626296798916463
24,35,0.96036384074083
24,36,5.017110380402438
24,37,7.362270827637681
24,38,-5.098267957160418
24,39,-0.9982125425334276
26,0,1.5426389615527165
26,1,5.82026599855921
26,2,6.992314751733547
26,3,-5.462787621945809
26,4,2.9136663561091227
26,5,6.123313776275297
26,6,9.379659700195319
26,7,3.539840102948101
26,8,-1.7480081524288669
26,9,0.14391980950289063
26,10,0.2930876876579361
26,11,2.6399916217885235
26,12,9.456481338868864
26,13,-1.6226836636017636
26,14,-4.415819782792017
26,15,0.26245160125216005
26,16,6.60644935308124
26,17,7.244190839280897
26,18,-3.0970422952317973
26,19,-1.589636016199888
26,20,0.6616951513585898
26,21,3.7185236837149134
26,22,7.6591379632175345
26,23,-1.547137890569663
26,24,-5.039241391277961
26,25,0.6267076183863505
26,26,5.50625158686214
26,27,7.834819630398684
26,28,-4.4586760949837085
26,29,0.5016026311140998
26,30,1.0357680434987062
26,31,8.99984766673647
26,32,2.8769100595315895
26,33,-4.781521030780804
26,34,1.2792771653021788
26,35,2.0369546949418056
26,36,5.917390866303501
26,37,3.58997483035917
26,38,-6.178253130638835
26,39,2.928218551131996
28,0,5.484713642247761
28,1,6.418693053464829
28,2,1.5574223686312978
28,3,-5.636918700278024
28,4,1.3489790376902697
28,5,9.762470973405287
28,6,6.743430484924284
28,7,-4.04820451733117
28,8,-0.7025314971328844
28,9,0.7788976508020619
28,10,1.2918835018982473
28,11,3.7494659941202135
28,12,7.880188250648411
28,13,-5.298781475960546
28,14,0.293100376360381
28,15,-1.1072829162985478
28,16,6.190533825027986
28,17,4.85811908297541
28,18,-5.782462778967119
28,19,1.6315735187137066
28,20,1.5275734581094982
28,21,4.649410463312574
28,22,5.754560854533453
28,23,-5.526943227346113
28,24,-0.9919031152976485
28,25,-1.4226990577232188
28,26,5.246928095180336
28,27,5.455104001070923
28,28,-5.455980468210882
28,29,3.1665341619556084
28,30,4.510470771352722
28,31,8.218979320432426
28,32,-2.581166389471997
28,33,-3.7102478055799284
28,34,0.7400690463256245
28,35,3.8783343767965945
28,36,6.046157055463668
28,37,-1.0996802833180763
28,38,-5.159323305506979
28,39,2.133885300960366
30,0,6.674745663221914
30,1,5.22409449684491
30,2,-4.4776357341776265
30,3,-3.3513897317214547
30,4,-3.373295205768056
30,5,8.647930260045033
30,6,2.7155318595181104
30,7,-6.819605062157113
30,8,2.074074639671587
30,9,2.469719293857157
30,10,2.310472768195832
30,11,4.606216315804531
30,12,5.1138244898486676
30,13,-4.81296062216494
30,14,4.067882234923477
30,15,2.2231572519095164
30,16,6.2315852265419345
30,17,1.0316125924186332
30,18,-5.405302334848442
30,19,2.101688847323606
30,20,4.1795572228734095
30,21,5.334481952758549
30,22,1.2610393778302997
30,23,-5.958628911930643
30,24,2.5664188590415487
30,25,0.8658948485021513
30,26,5.249760115445564
30,27,3.8754403110066376
30,28,-5.431484389667096
30,29,2.9924707753002697
30,30,8.134793530505707
30,31,2.7764111721759277
30,32,-6.299110956178533
30,33,-0.2926329417014085
30,34,0.05761984385923752
30,35,4.799267895821676
30,36,4.536372802262237
30,37,-4.283312533011232
30,38,-2.00445885165901
30,39,-0.7362658626223826
32,0,6.447875298224881
32,1,2.4999164640684155
32,2,-6.063576749622704
32,3,1.8423982245154136
32,4,-3.0696430678948565
32,5,7.6865505808568075
32,6,1.0184652687285212
32,7,-6.4449981845467
32,8,1.4349986190371815
32,9,4.810348022095509
32,10,3.8908280567631883
32,11,4.811456943926182
32,12,2.006374726025432
32,13,-3.766142325371932
32,14,4.042894965870101
32,15,6.733455307437488
32,16,3.832984675133967
32,17,-3.0044113563896966
32,18,-3.687649805583473
32,19,-0.027959597385191826
32,20,5.626423366705129
32,21,4.5039961209563275
32,22,-3.0457185374637143
32,23,-4.340020422840397
32,24,1.4003217860279573
32,25,3.8181082109160824
32,26,5.436741571576354
32,27,0.3117711465122317
32,28,-4.821153451652342
32,29,0.21788038247832908
32,30,9.02834707298034
32,31,-2.990726595972543
32,32,-4.509251786261426
32,33,0.03245573200864171
32,34,1.0027513153997947
32,35,5.2502422068861625
32,36,2.3152991731351165
32,37,-4.957439025556911
32,38,0.8963229353391009
32,39,-0.3512375810940068
34,0,6.459365188764628
34,1,-0.9670113696902296
34,2,-5.022654689470494
34,3,3.285717676302282
34,4,1.8164461305960429
34,5,7.755199673728595
34,6,-2.113891062754812
34,7,-4.729696687535039
34,8,-1.021414844513857
34,9,5.373330199626905
34,10,6.170834483474012
34,11,2.7932002809988985
34,12,-0.5380138555712948
34,13,-2.696432121842957
34,14,2.2420207037441626
34,15,8.343037970949526
34,16,-0.7769929688131048
34,17,-3.397759113333336
34,18,-1.7604667914129988
34,19,-1.5300260473847884
34,20,5.3163154535332
34,21,3.070127758585267
34,22,-5.118970007038986
34,23,-1.7439612730538219
34,24,-0.4408367161457327
34,25,4.526204129197912
34,26,4.908261249374183
34,27,-3.039367388321965
34,28,-2.561760278838954
34,29,-2.846309993091551
34,30,8.911390318988524
34,31,-2.6980222706581416
34,32,-0.34224420909489583
34,33,-0.23848678674046442
34,34,1.4826546236537097
34,35,5.657133561776791
34,36,-0.20514581359880824
34,37,-4.116188344267724
34,38,1.6942282525024823
34,39,2.0228442646977447
36,0,5.3922545087724085
36,1,-4.162468284607452
36,2,-2.830294131322534
36,3,1.40320306366355
36,4,4.950912310235919
36,5,5.511548628207663
36,6,-5.2636882612336535
36,7,-0.2689847657018465
36,8,-2.2458160142081387
36,9,3.8590259483849856
36,10,7.724243668626622
36,11,-0.4129869521795202
36,12,-0.7008127340430303
36,13,-1.7083872370181918
36,14,0.8770656029656737
36,15,8.355554179577151
36,16,-2.7038685942190455
36,17,-0.4123808787853813
36,18,-0.875344250121898
36,19,-1.513811753872306
36,20,5.01020000048428
36,21,1.7578157056767276
36,22,-5.1670417490420055
36,23,0.5963798386758297
36,24,-0.06587707367113199
36,25,4.644803359833506
36,26,3.7335333816777583
36,27,-4.194199104581027
36,28,1.1461162840463568
36,29,-2.5926343632958133
36,30,8.807262981783222
36,31,1.4927925281621106
36,32,0.98502101423148
36,33,0.660907301326121
36,34,2.196229557352609
36,35,5.604444786277425
36,36,-2.2019733205576193
36,37,-2.4244551169644293
36,38,0.9768657229626637
36,39,3.825810965138214
38,0,3.2872774961793314
38,1,-5.4130166418886825
38,2,-0.12402920261932149
38,3,0.6778389820357434
38,4,5.692141212839049
38,5,2.4795657425274635
38,6,-5.431166299896802
38,7,3.23643370666249
38,8,0.2639606651779658
38,9,3.4859855063693637
38,10,7.6939392283961565
38,11,-2.0442060965724287
38,12,1.3337675433345195
38,13,-0.7158490446309878
38,14,0.5918514642359788
38,15,8.261901524212927
38,16,-1.3482978117358146
38,17,2.22772954933857
38,18,0.061179775926192226
38,19,-0.7809400099018032
38,20,5.105868738982704
38,21,0.6220840765018446
38,22,-4.3504370290976135
38,23,1.4804916643890262
38,24,1.7766454206809774
38,25,5.055613646038926
38,26,1.8991666781517273
38,27,-3.717420193640879
38,28,3.2093580737253884
38,29,1.3464842828905266
38,30,8.693893210204186
38,31,3.080112467589169
38,32,-0.32076497931949643
38,33,1.363902988585203
38,34,3.2291485574724756
38,35,4.830336335471494
38,36,-3.252207354068866
38,37,-0.22657201842584662
38,38,0.7882503124687255
38,39,4.646857560655775
40,0,1.0499765802575385
40,1,-4.5546341158576125
40,2,0.8430724485631786
40,3,2.4547686979255396
40,4,5.852125576309362
40,5,-0.5152623844049147
40,6,-4.425863845656449
40,7,3.3617115203809833
40,8,3.5494601069854244
40,9,4.772264397127503
40,10,5.764361671493058
40,11,-2.172734773418262
40,12,3.4599682288380578
40,13,0.777054788833221
40,14,1.1092671291689151
40,15,8.400163050904828
40,16,1.3930505564218012
40,17,2.947401750977444
40,18,0.3644375414579347
40,19,-0.23795983546085064
40,20,5.093403919672048
40,21,-0.01364462660462129
40,22,-3.2589666886750663
40,23,1.3445468622560672
40,24,3.493633064715749
40,25,5.4210112047336505
40,26,-0.8493325147799563
40,27,-2.786640423933001
40,28,2.4325389451316117
40,29,5.2421434753787945
40,30,8.483033115715697
40,31,0.014179288871577267
40,32,-0.3516909693371232
40,33,2.241573208119939
40,34,4.148641369936943
40,35,2.8832961074059926
40,36,-3.6953864688130427
40,37,1.3935703113941489
40,38,1.6478806774344021
40,39,4.910112864129448
42,0,-1.36696670238749
42,1,-3.2798092006429664
42,2,0.3181225789449937
42,3,3.589892873993449
42,4,5.251630077435845
42,5,-3.28057364884409
42,6,-2.6068405943366892
42,7,1.4879855273040885
42,8,6.066549101511678
42,9,5.876404838808875
42,10,2.3921247580760845
42,11,-1.7328466012640606
42,12,4.355667139026554
42,13,2.9037385870595043
42,14,2.5101846402842902
42,15,8.410339689473544
42,16,2.546871801968584
42,17,1.79455358215768
42,18,0.644223986405374
42,19,0.6814839629582676
42,20,5.344707491648284
42,21,-0.6835309457174376
42,22,-2.038691394187852
42,23,0.8479124218213713
42,24,4.7200601281936585
42,25,4.42365329620407
42,26,-2.9473318353439972
42,27,-1.1625633118548584
42,28,1.4127099870261772
42,29,7.210455651447208
42,30,6.108300385208048
42,31,-3.4940012511140677
42,32,1.2350137086078041
42,33,3.076235299774015
42,34,4.84564801806679
42,35,0.7563822587933371
42,36,-3.0769851282932494
42,37,1.7772511293958908
42,38,3.5974308803886625
42,39,4.686449479200659
44,0,-3.0832572472501787
44,1,-1.2910477899717487
44,2,-0.2686106403101477
44,3,3.9939191269434327
44,4,4.04703865390765
44,5,-4.5323310113269555
44,6,-0.1567840719910174
44,7,0.7695722870429845
44,8,6.908592025107053
44,9,5.691209314574053
44,10,-1.5575781333640177
44,11,-0.8599267108723224
44,12,4.263620518002571
44,13,5.386232063827962
44,14,4.520911722416644
44,15,7.6317814776542985
44,16,1.3399790048429518
44,17,0.920340493296686
44,18,1.2215829168367887
44,19,1.7413287534158672
44,20,5.37596749962243
44,21,-1.1649555267827116
44,22,-0.6655022028354114
44,23,0.7666144344611983
44,24,5.386949446583516
44,25,2.715138003886159
44,26,-3.7631808235536037
44,27,0.4097099310148864
44,28,1.7353422399220964
44,29,7.883168635175027
44,30,2.105143740191267
44,31,-4.716325314772329
44,32,1.8712477591727148
44,33,5.070667049902292
44,34,4.2621432667706145
44,35,-1.478322190908166
44,36,-1.9047564511648796
44,37,1.2530259110456035
44,38,4.995551931507286
44,39,3.3690402101786243
46,0,-3.3820976413668573
46,1,0.399006743688489
46,2,0.2711042992539964
46,3,4.32901519856398
46,4,2.661407122263247
46,5,-4.426069262653581
46,6,1.4601251185086486
46,7,2.3505596472667305
46,8,7.4588006774242075
46,9,2.8949304265501308
46,10,-3.8886625188498236
46,11,0.004138886928447605
46,12,4.334717179566629
46,13,7.976273727397638
46,14,6.020422369621207
46,15,4.2876741419404265
46,16,-0.5690917058445576
46,17,1.4048911103748292
46,18,2.0941186319147107
46,19,2.9712899512288753
46,20,4.950056089903726
46,21,-1.4471415302149335
46,22,0.6794451799938463
46,23,1.4835867524387116
46,24,5.784614953740482
46,25,0.6881203129216475
46,26,-3.4306453684843654
46,27,0.8860984120073107
46,28,3.163001717977701
46,29,7.616749262780965
46,30,-2.329969813382398
46,31,-3.323294284678062
46,32,0.09305677579863736
46,33,6.186942814974392
46,34,2.7564593971162332
46,35,-2.8900455995046435
46,36,-0.4489861936028311
46,37,1.0744709174828952
46,38,5.659896619727603
46,39,1.5407375351410546
48,0,-2.5871766579386306
48,1,1.048705593037256
48,2,1.592794613534426
48,3,4.743581222968448
48,4,0.9886903785047323
48,5,-3.758088833430428
48,6,1.438139389677222
48,7,4.6177638209239475
48,8,7.077540387570631
48,9,-1.7965000765445511
48,10,-3.139095817524966
48,11,-0.6223801511741153
48,12,4.434289542205367
48,13,10.30514598420103
48,14,3.796982466792244
48,15,-0.3193228491223179
48,16,-0.4722015490702462
48,17,1.979842697807185
48,18,3.3658602957819754
48,19,4.13018267322462
48,20,3.7874226170565692
48,21,-1.535103529628204
48,22,1.696886667856032
48,23,2.9608172812328104
48,24,5.622308994640328
48,25,-1.3896462991325864
48,26,-2.1532970653361057
48,27,0.4592963361858149
48,28,4.280073409009539
48,29,5.99119104615947
48,30,-4.845642878958606
48,31,0.4474354208449183
48,32,-0.5099736134234767
48,33,6.20529183126641
48,34,1.7310631713491176
48,35,-3.136384645646741
48,36,0.589454646088055
48,37,1.8493269039725262
48,38,5.9260834086465115
48,39,-0.31196935522632463
50,0,-1.1124359746711472
50,1,1.4223354711640335
50,2,2.7265251693176245
50,3,5.0896409205700275
50,4,-0.7038456711212479
50,5,-2.236547993101497
50,6,0.7401809943843705
50,7,5.760597917047577
50,8,4.420220828544529
50,9,-4.437665093180964
50,10,-0.018743695578815056
50,11,-0.88732111792802
50,12,3.4134551374608835
50,13,11.025364505677238
50,14,-0.8888738148234194
50,15,-0.9236437595185174
50,16,0.2754741812776186
50,17,2.242701813212734
50,18,5.066336899104566
50,19,4.645946214495768
50,20,2.0958207932735244
50,21,-1.478790201977526
50,22,2.564378595497395
50,23,4.261293061958147
50,24,4.449551980235095
50,25,-2.8542661239538942
50,26,-0.6014890589254468
50,27,0.27141694369705255
50,28,5.129189814817786
50,29,3.680300814482932
50,30,-5.2470374798537165
50,31,3.1783303810877586
50,32,2.8853842868076467
50,33,5.910609877268428
50,34,-0.2931448175586119
50,35,-2.2104180804820683
50,36,0.8409987359022042
50,37,3.397445561989083
50,38,5.577464668818905
50,39,-1.9895467093647716
52,0,0.6055281410325842
52,1,1.9536157345329257
52,2,3.9894445076193743
52,3,4.353223386503714
52,4,-2.0958920884123837
52,5,-0.6665225088677597
52,6,0.4069183325547424
52,7,6.197760944647807
52,8,1.7806445989470179
52,9,-4.6762535654133
52,10,2.153422177042003
52,11,0.9532411020267778
52,12,3.7237173663639225
52,13,10.016274362015967
52,14,-3.053750284053617
52,15,2.0443574621144345
52,16,1.302225994852928
52,17,3.111104544907632
52,18,6.292568335650312
52,19,3.957998167606879
52,20,-0.24837527956732175
52,21,-0.7423685942294972
52,22,2.6472159407557623
52,23,5.711496523524616
52,24,1.9741820858777013
52,25,-3.306343106842858
52,26,0.9924866313429812
52,27,1.264346922644933
52,28,5.5084976277447675
52,29,1.2748460519131701
52,30,-4.490362192073352
52,31,2.594570916900934
52,32,6.334913793573366
52,33,3.9847387980366253
52,34,-2.518394928253888
52,35,-0.6721910546701824
52,36,0.8098942341061884
52,37,4.333412260911294
52,38,4.538409388455988
52,39,-3.046206080844697
54,0,1.648538129206323
54,1,3.437352489540754
54,2,4.912283210615463
54,3,2.5074329697662163
54,4,-2.6045589950504664
54,5,0.7939246303228444
54,6,1.2463786087304634
54,7,6.372300825609129
54,8,-0.6125540669999185
54,9,-3.6734297028361076
54,10,2.0525687275242066
54,11,3.5143207775158043
54,12,5.511398265331825
54,13,7.475125672733633
