time_step,dimension,predicted_value
298,27,-2.7880256671326737
298,28,2.1033349383732114
298,29,7.0985151406131015
298,30,6.132940860500228
298,31,1.8902053614722818
298,32,0.8530721576051474
298,33,4.648616927653855
298,34,1.6455689594285339
298,35,-4.371730642380405
298,36,4.480069280422433
298,37,3.1372978229822186
298,38,1.5539243034011923
298,39,5.795915115654
300,0,5.1747812130924995
300,1,-4.460131920377243
300,2,1.4753400900863138
300,3,-1.0124143371175784
300,4,1.016119884548162
300,5,-0.5442337946663744
300,6,3.0303333022863983
300,7,4.255641639357341
300,8,-0.9717901839827853
300,9,2.027756369209839
300,10,7.853319631152445
300,11,1.4112546452486365
300,12,-5.210779327105077
300,13,1.3397827060548544
300,14,7.052565021497457
300,15,9.494654219399612
300,16,-6.2347069158547
300,17,-2.939023906742138
300,18,1.0841909902561082
300,19,3.2701538581877436
300,20,4.61018126897682
300,21,6.176973355408558
300,22,2.773281999432423
300,23,3.83788523051871
300,24,5.367116966153909
300,25,3.249867925836369
300,26,-1.8096453004874555
300,27,-1.5981345696522673
300,28,1.0093115199032896
300,29,7.988013056309163
300,30,5.832659695727812
300,31,-1.4442379524414892
300,32,1.8811751183102001
300,33,4.748651798621861
300,34,0.041208322622200866
300,35,-3.5186068327224778
300,36,3.3013776411765687
300,37,6.222725389538087
300,38,3.332751637757668
300,39,6.76812647068594
302,0,0.1127865380239963
302,1,-4.241421920501613
302,2,3.1604459938502973
302,3,1.3464265963187925
302,4,1.6443951531543097
302,5,0.6741646690401258
302,6,3.523300789555664
302,7,4.3474803003756355
302,8,-0.5630414080630246
302,9,2.3383275963085315
302,10,7.812482366569988
302,11,-2.950276234099612
302,12,-3.1198072764962097
302,13,-1.4902684261523056
302,14,7.228988680014337
302,15,3.362934410845782
302,16,-9.535729442538466
302,17,2.264819416546155
302,18,2.055117134881204
302,19,4.259333897041327
302,20,6.70087701003995
302,21,5.695804463509867
302,22,2.2779617937429255
302,23,4.085835821850861
302,24,5.344145751508162
302,25,0.5761190378681815
302,26,-2.051383018919739
302,27,-0.4652015541891515
302,28,0.7217990658435945
302,29,8.413813594892382
302,30,3.4601308078391964
302,31,-3.271495518407533
302,32,2.3348549851277665
302,33,5.406340519103748
302,34,-1.644043606276807
302,35,-2.1759999591112145
302,36,1.5604922431284276
302,37,8.127063891242067
302,38,6.275062338562603
302,39,4.530200385211142
304,0,-0.7676755312654587
304,1,-3.217486726953371
304,2,2.4667646161185592
304,3,3.4667290944408506
304,4,1.8742103299154298
304,5,1.5992087991857329
304,6,4.223860576384492
304,7,4.1087133575012285
304,8,-0.28529350418728194
304,9,2.7515277817200503
304,10,6.970012280933261
304,11,-4.331045804597318
304,12,1.4204394353099379
304,13,-1.4277887379542444
304,14,6.963809722348859
304,15,-0.9836233681482884
304,16,-8.315447670561472
304,17,0.4371292849809283
304,18,5.133487321640909
304,19,6.628709015584057
304,20,7.192611197841698
304,21,3.560116406809244
304,22,1.5020650273184177
304,23,4.489655765040021
304,24,4.620470876010905
304,25,-1.487216310589932
304,26,-0.8421952381437524
304,27,0.14753897604754318
304,28,1.2841915998282034
304,29,8.541952909158066
304,30,0.3159643803871153
304,31,-3.330627417403007
304,32,1.6214510755663163
304,33,5.906125513448661
304,34,-2.5000808622071293
304,35,-0.23562417121354673
304,36,0.9373252196374691
304,37,8.960517850281285
304,38,6.822278437495611
304,39,-1.4231564996704793
306,0,2.4207060194681698
306,1,-1.6161401124833874
306,2,2.1445003681772223
306,3,4.882930447231852
306,4,2.365359742088847
306,5,2.275673261405031
306,6,4.903894792837724
306,7,3.5429709003988163
306,8,-0.08214717519714615
306,9,3.205219922606614
306,10,6.040222817340254
306,11,-3.088001893730195
306,12,4.282528708202475
306,13,2.649490457513438
306,14,6.573772829816878
306,15,-4.796279342402492
306,16,-4.184562816836893
306,17,-3.438341915767003
306,18,2.940485544549849
306,19,10.127422223045869
306,20,4.98538919413202
306,21,-0.07993333002989145
306,22,1.801706673389936
306,23,5.171023939901955
306,24,3.273499839243489
306,25,-2.440180561508549
306,26,0.6722777112532168
306,27,0.8997123440483112
306,28,2.3065050551112494
306,29,8.185476432293173
306,30,-2.3894899903705875
306,31,-1.420012665188543
306,32,0.5490437913809885
306,33,6.1441877140640315
306,34,-1.6647866943108909
306,35,1.5079472057849048
306,36,2.3870585243209894
306,37,9.413345019099983
306,38,2.527406167297281
306,39,-4.589986751775624
308,0,2.8845023660094653
308,1,1.1200976735926347
308,2,2.6676184170866355
308,3,5.8186985402147915
308,4,2.992614458994616
308,5,2.7518970077815634
308,6,5.303694018887238
308,7,2.7459156418165813
308,8,0.1776891746469364
308,9,3.6716786142770648
308,10,5.502654450126456
308,11,-1.3470571651318548
308,12,4.911878580987517
308,13,6.154336828521984
308,14,1.9726666308843903
308,15,-6.1807980880586495
308,16,1.4751499554364598
308,17,-3.1635705337295836
308,18,-0.6606233692987533
308,19,10.62356750270467
308,20,2.9237896981803355
308,21,-2.4359374964840237
308,22,2.0818048178480155
308,23,6.157601346702384
308,24,1.2846452536946527
308,25,-2.4212837251111274
308,26,1.5541862442158618
308,27,2.213402447654575
308,28,3.7526019044181558
308,29,6.810953224483932
308,30,-3.539739678164355
308,31,1.4876334271665004
308,32,1.352689971358283
308,33,6.250995532164391
308,34,0.0012327929505028257
308,35,2.356928404207623
308,36,4.7811823031340905
308,37,8.235226010025652
308,38,-3.6115947763106715
308,39,-3.087087319932949
310,0,2.6779599784886914
310,1,2.513159184051872
310,2,3.7421308968835256
310,3,6.288152699700633
310,4,3.55380646229069
310,5,3.0710810763905094
310,6,4.922669054930547
310,7,2.2492567582046634
310,8,0.31975367789243536
310,9,4.482775081466909
310,10,5.213502305714749
310,11,0.049537054828137084
310,12,5.093512276789849
310,13,6.338444206940618
310,14,-3.46354917702933
310,15,-4.525094741144724
310,16,2.767208821456207
310,17,-0.7158176330876612
310,18,-1.0153120345697295
310,19,9.824414420516959
310,20,1.3132785709479933
310,21,-3.112581615001025
310,22,1.82668757514244
310,23,6.961505987622241
310,24,-0.5467201169830561
310,25,-1.965141002818576
310,26,1.261845661488906
310,27,3.9693012836882975
310,28,5.177927935866579
310,29,4.109240346389997
310,30,-3.473461842098054
310,31,3.1178394664438738
310,32,4.322032416511371
310,33,6.1660642809673005
310,34,0.6472100695890879
310,35,2.8309447936880856
310,36,6.5403626135783925
310,37,4.057707392705371
310,38,-6.972885876301607
310,39,0.10260250904534074
312,0,3.3330778597869957
312,1,4.308814821817261
312,2,5.220571062362883
312,3,6.443161606437279
312,4,3.1025685281191024
312,5,3.0236112520004093
312,6,4.787920354653954
312,7,1.698091750915873
312,8,1.0276170121718624
312,9,5.039006936435183
312,10,5.437805182203944
312,11,1.0525914382227828
312,12,5.332872853887059
312,13,3.545793418104737
312,14,-6.494670414786043
312,15,-1.9283981751213335
312,16,1.7281209289978867
312,17,0.6697476360587359
312,18,-0.10833371524515145
312,19,9.598800457438989
312,20,-0.14225930306971524
312,21,-2.5136204168396743
312,22,0.6070945691304938
312,23,7.277602662343621
312,24,-1.356534576844168
312,25,-0.37709669542262125
312,26,1.282650625160777
312,27,5.145153695856288
312,28,5.8368950362477685
312,29,0.26170795386212076
312,30,-2.9056400359148817
312,31,2.474575856750361
312,32,7.154503788330847
312,33,4.878144964207634
312,34,-0.09888343339793254
312,35,3.3539281475103397
312,36,6.826613237577897
312,37,-2.0316080435612145
312,38,-6.081358865876657
312,39,-0.5052441637559231
314,0,2.329291064094733
314,1,6.789905929863576
314,2,6.997517956555689
314,3,4.768978988795043
314,4,1.9184744880044418
314,5,3.2325801783697607
314,6,4.821585925671816
314,7,1.535939687265073
314,8,1.7889864571547172
314,9,5.857051927070668
314,10,5.671787109278104
314,11,1.6161649804704319
314,12,5.056708362003682
314,13,-0.0032273452549202997
314,14,-6.199231789798861
314,15,-0.862341200266154
314,16,1.4503328581165589
314,17,1.6396221563266358
314,18,1.5464808801682015
314,19,9.28324752342334
314,20,-1.5225106776439614
314,21,-0.739766718093869
314,22,0.0003953751590070609
314,23,7.363863376559949
314,24,-0.34904794524765936
314,25,0.9418286552214882
314,26,2.148603764910264
314,27,6.169523327478784
314,28,4.2907487409864515
314,29,-2.950087273691917
314,30,-1.3573555375148332
314,31,1.0915211481395588
314,32,8.302631778043526
314,33,3.445777420580814
314,34,-1.020578186142114
314,35,3.667648826747102
314,36,5.719738097615533
314,37,-5.659000605678478
314,38,-1.532308466731707
314,39,-2.3178612226713193
316,0,1.7234765268584915
316,1,8.5704014946269
316,2,7.70412587125618
316,3,0.5563362855420713
316,4,1.4366752429843745
316,5,3.9887249535747826
316,6,5.122390099241516
316,7,1.4989592287999551
316,8,2.5847527206424386
316,9,6.9199116490476715
316,10,5.49053595614588
316,11,1.3150659191051064
316,12,4.319766881361505
316,13,-2.279282073323442
316,14,-4.133454758077516
316,15,-1.3420871318620347
316,16,1.327671197909287
316,17,2.7336589505657316
316,18,3.679702512682633
316,19,8.091499693975656
316,20,-2.385067498733891
316,21,1.6734498719160265
316,22,1.2158114968973086
316,23,7.410500646814183
316,24,1.0216394190953868
316,25,1.4505665805490742
316,26,3.429659176195513
316,27,6.6529689808801855
316,28,0.7126534077810645
316,29,-3.657433738607388
316,30,0.05093374404891604
316,31,1.1512868669831784
316,32,8.582006465211208
316,33,2.060143821384334
316,34,-1.403792419533251
316,35,3.813852004941946
316,36,4.2849281468495395
316,37,-5.694918634741233
316,38,3.1365929596807556
316,39,-0.5916661456403893
318,0,2.876580048205451
318,1,9.520718248840152
318,2,4.432973720257245
318,3,-3.2000951497032024
318,4,2.174544773793254
318,5,5.575935650529559
318,6,5.198613511022675
318,7,1.272860569724527
318,8,3.406227790807222
318,9,8.023050738353259
318,10,4.179193854003205
318,11,0.37566848095806266
318,12,4.049410755109011
318,13,-2.7470983540960976
318,14,-1.5649633467523243
318,15,-1.4827315529846652
318,16,1.0877986506175723
318,17,3.947859479163609
318,18,5.86328067320119
318,19,5.311927655027491
318,20,-2.8131335068691894
318,21,3.2890524018395264
318,22,4.339817882045942
318,23,7.042266249228669
318,24,0.9153434985649194
318,25,1.7205356631218423
318,26,4.63658729676169
318,27,5.684034811620541
318,28,-2.778732223603676
318,29,-1.8841857091552872
318,30,0.10765959249262641
318,31,1.9602956890668877
318,32,8.668650876718413
318,33,0.27433245605492307
318,34,-1.0423623222820486
318,35,3.9008910924821247
318,36,3.274328868481768
318,37,-4.267595290344821
318,38,4.842115193099911
318,39,3.1209115467012367
320,0,5.33664941226974
320,1,7.972851375761371
320,2,-1.3157585718721738
320,3,-3.241332080795929
320,4,1.1678006178039197
320,5,7.321911992801809
320,6,4.902995165358303
320,7,0.9962258904796985
320,8,4.088891762789909
320,9,8.661130675452256
320,10,1.2509699928935425
320,11,-0.010432127745277742
320,12,4.324676083429154
320,13,-1.8506318197534328
320,14,0.6302639610570372
320,15,-0.5595433239588838
320,16,1.0202664164877642
320,17,5.427974834851107
320,18,7.095616855757393
320,19,1.1061737672918708
320,20,-2.779373530281375
320,21,2.8986704549662985
320,22,7.724800595318368
320,23,4.849624063347946
320,24,-1.214316067795427
320,25,2.2093766901518546
320,26,5.492109481384937
320,27,3.338948957453064
320,28,-4.310330133519823
320,29,0.8060279152742323
320,30,0.7283354815761648
320,31,2.5556421932868383
320,32,8.583883068253904
320,33,-1.723864888915696
320,34,0.12422329123254472
320,35,4.180526206055018
320,36,2.52666103240076
320,37,-2.8278341797678737
320,38,4.050605477764932
320,39,6.97506669245603
322,0,6.358475840352165
322,1,0.779247482543326
322,2,-4.1773428852355545
322,3,-0.9139362303353462
322,4,-0.1806368939274982
322,5,7.616511943199526
322,6,5.371190467706456
322,7,0.12798581383000274
322,8,4.645662710449422
322,9,8.291251775432556
322,10,-1.4283005407363745
322,11,0.8003340287354396
322,12,4.670653751455113
322,13,-0.4866870701614807
322,14,1.8378075429937946
322,15,0.5583754807979265
322,16,1.6835864210613787
322,17,6.489869020308774
322,18,5.639283218349474
322,19,-3.342087160898461
322,20,-1.187972291956945
322,21,1.4766770375092022
322,22,8.911874093962968
322,23,1.9113783607726293
322,24,-2.2756614447523402
322,25,2.2398051081585577
322,26,6.509100324109383
322,27,0.025301784593896315
322,28,-3.8725659532993224
322,29,1.5593300967873063
322,30,2.398765038257765
322,31,4.02454104905706
322,32,7.344878993816982
322,33,-2.59745050148533
322,34,1.6043007597908874
322,35,4.913177911564173
322,36,1.6438021693790197
322,37,-1.9797545706567299
322,38,2.9935517426574285
322,39,9.981748513140122
324,0,1.4936689349389742
324,1,-4.225421760163911
324,2,-2.08386557100491
324,3,-0.6620143255291048
324,4,-0.10848673330113283
324,5,7.550970483307029
324,6,5.565818941177802
324,7,-0.5839652833833657
324,8,4.916696737639001
324,9,7.3054770175882275
324,10,-3.0176157015842127
324,11,2.1015438618180093
324,12,5.360645120438383
324,13,0.6418971676928119
324,14,2.382813182251766
324,15,1.6948188344204125
324,16,2.7979809459670397
324,17,7.12666844252154
324,18,1.536491604467137
324,19,-4.779915783342664
324,20,0.5444672076432706
324,21,1.9222549952593382
324,22,8.91869701450727
324,23,-0.6085881356268601
324,24,-1.6877937926494169
324,25,1.569529827389966
324,26,6.80780959496383
324,27,-2.3733248140289067
324,28,-2.025467575882986
324,29,0.9116337710251297
324,30,3.886126439086653
324,31,5.841532454225656
324,32,4.473688142320844
324,33,-3.2174680778999316
324,34,2.357780948038576
324,35,5.982688967045995
324,36,0.3137169564101129
324,37,-1.2926112263129006
324,38,1.9557417914436317
324,39,11.204353944980236
326,0,-3.2547773566624842
326,1,-1.597844009024794
326,2,-1.2427012361024414
326,3,-0.3410726585999886
326,4,0.18691192666830223
326,5,7.601067022990365
326,6,5.170490375225336
326,7,-1.0795759466967365
326,8,5.105721729059143
326,9,6.183692505084203
326,10,-3.5387599914830505
326,11,2.888007647133068
326,12,6.684845347870721
326,13,1.2922606721578849
326,14,2.5614799912719812
326,15,2.8908625479507855
326,16,4.221631853526011
326,17,6.116957409727192
326,18,-2.8078635172049493
326,19,-3.0987600159858526
326,20,0.010958853125093149
326,21,3.0091213588272607
326,22,8.314168294250042
326,23,-2.497468065311614
326,24,0.36841460886023325
326,25,1.6248222357042459
326,26,6.640346714498071
326,27,-2.8133292083140935
326,28,0.46290438507939213
326,29,1.1027398650395153
326,30,4.867896512610276
326,31,6.622316704513933
326,32,0.14474551794743773
326,33,-3.0472853594199947
326,34,1.6310491980431456
326,35,6.776082815387682
326,36,-0.7302932186642341
326,37,-0.2633849689483033
326,38,1.6636664247522253
326,39,10.840342979355789
328,0,-3.3213426248472793
328,1,3.1533783878118715
328,2,-0.009313632665863047
328,3,0.4419894685185251
328,4,0.9588505888980023
328,5,7.8629078287303455
328,6,4.142349758250772
328,7,-1.3451530364958626
328,8,5.269216589106052
328,9,5.180445808793901
328,10,-3.676414471626124
328,11,2.7500994259377243
328,12,8.217500454752553
328,13,1.6905451341187474
328,14,2.5198627284686896
328,15,4.185546689507673
328,16,5.235493250747592
328,17,2.808032794870144
328,18,-4.6323162890536445
328,19,-0.23068855419744239
328,20,-0.2634946197331421
328,21,3.244735039081541
328,22,7.541225593384827
328,23,-2.726918664875318
328,24,2.521429977370515
328,25,3.5408854596614683
328,26,5.778544749698402
328,27,-2.3758054655068226
328,28,2.2732558762686272
328,29,2.8873718495854446
328,30,5.920733084150998
328,31,4.777722596951949
328,32,-3.4190059461835034
328,33,-1.1312397097523679
328,34,0.4596290090071156
328,35,7.047472651054918
328,36,-0.31273140428847107
328,37,0.8270062631978368
328,38,2.5896655458715148
328,39,9.79338698978669
330,0,-0.9235365771061822
330,1,5.368361423350261
330,2,2.0677942812918646
330,3,0.7883687154564583
330,4,2.1538951253120526
330,5,8.62869359605214
330,6,2.347488072144592
330,7,-1.3603476206630536
330,8,5.744458856140506
330,9,4.1678744971252115
330,10,-3.847114647324654
330,11,1.3409306868333735
330,12,9.283876256666073
330,13,2.445340433313498
330,14,1.9745329716707447
330,15,5.097738209716158
330,16,4.530066843961499
330,17,-1.0977519243361833
330,18,-3.857571573510155
330,19,0.8385316976748565
330,20,1.2811935576501208
330,21,3.448586698665917
330,22,6.884118319765048
330,23,-2.3462719879383918
330,24,3.6303490624058803
330,25,5.773297138861611
330,26,3.042440423326251
330,27,-2.7207559614300636
330,28,2.988752364630196
330,29,5.497268434290717
330,30,5.920030608939734
330,31,0.24602796724139453
330,32,-3.902553531429721
330,33,0.31187050691363366
330,34,0.8664977724512524
330,35,6.875991479052115
330,36,0.5681871365282597
330,37,1.2466905152479912
330,38,4.133545298951221
330,39,8.605299622253318
332,0,0.5293163898573848
332,1,5.689270442120993
332,2,3.0907371035857056
332,3,0.7387169789385988
332,4,3.152408800105118
332,5,8.615966103025892
332,6,-0.24610996530546636
332,7,-0.7600882178944175
332,8,5.698467446260789
332,9,2.869687683749133
332,10,-4.457490458153369
332,11,-0.3893579009153275
332,12,9.501891341483999
332,13,4.010190921124594
332,14,1.2984669719612125
332,15,5.4793406902509565
332,16,2.812861253746871
332,17,-3.188616299515261
332,18,-2.0587924771752726
332,19,0.38232864795244303
332,20,2.3400368661798656
332,21,4.867240432215144
332,22,5.517768857595269
332,23,-1.5188895923458128
332,24,3.997671660615725
332,25,7.129162876402695
332,26,-0.48259336004004716
332,27,-2.1186790879053006
332,28,2.199856123797498
332,29,7.598556132505339
332,30,3.178777663992423
332,31,-3.411026044322055
332,32,-2.0604682093970377
332,33,0.17086160503437667
332,34,1.84087415705568
332,35,7.08136854469693
332,36,1.3359260270148576
332,37,1.6948102223477743
332,38,5.510099109677649
332,39,7.832863542792804
334,0,0.8626859023400827
334,1,5.598578383823215
334,2,3.533073627656647
334,3,0.776225497941416
334,4,3.961797219606636
334,5,7.8051639069511705
334,6,-2.4347575415803107
334,7,0.40043325796871343
334,8,5.857326776373655
334,9,0.9466579316688135
334,10,-4.581549023900696
334,11,-2.630529611679618
334,12,7.899106309270396
334,13,6.324939423136298
334,14,0.30482694775118674
334,15,5.510740449243743
334,16,1.121726324629059
334,17,-3.3641149145962164
334,18,-0.5924300804929304
334,19,0.38588868464262904
334,20,3.087412867071568
334,21,6.259289017806532
334,22,3.565510553335338
334,23,-1.2744107175760577
334,24,4.049063264711803
334,25,6.95398117462578
334,26,-3.244097722728468
334,27,-0.10939248373394772
334,28,1.6554123412722788
334,29,8.079531627001007
334,30,-0.5250970164533066
334,31,-3.443532887099734
334,32,-0.7097536199110568
334,33,0.22010253432743307
334,34,2.5393423634672985
334,35,7.472031944378381
334,36,1.772269819793243
334,37,2.13542794204895
334,38,6.825171191688953
334,39,7.184125434408427
336,0,0.3796843721486703
336,1,5.639236876771553
336,2,4.075785567345924
336,3,1.0023128740853484
336,4,4.614327417796088
336,5,6.163896438420225
336,6,-3.689950164830444
336,7,1.3879870770259375
336,8,6.321968364054189
336,9,-1.2664028859667749
336,10,-3.1701441137660398
336,11,-4.044977566550099
336,12,4.056509614620074
336,13,8.614299851882718
336,14,0.7406462952878274
336,15,5.541277232225659
336,16,0.025584901199755872
336,17,-2.581863704504889
336,18,0.19789704189955626
336,19,1.0230101530233133
336,20,3.992153760213192
336,21,6.947854827618931
336,22,1.0047886785018163
336,23,-0.9647087984798449
336,24,3.965073007058916
336,25,6.052861388802663
336,26,-3.990237160799062
336,27,2.1350039228737203
336,28,3.4862527675542605
336,29,7.300744548350695
336,30,-3.16886292733151
336,31,-0.8130037048462067
336,32,-0.333183563769976
336,33,0.7029377418895212
336,34,3.4090237037341344
336,35,7.925442907943634
336,36,1.9488973859963812
336,37,2.6485509824881706
336,38,8.017751322015789
336,39,6.026142091871968
338,0,-0.20058913080918228
338,1,5.846668523878626
338,2,5.04538095682692
338,3,1.2788379358782649
338,4,4.9889649463049475
338,5,3.9717709242315946
338,6,-4.179283414757795
338,7,1.4445141702267423
338,8,6.768605974101363
338,9,-2.3703908329182
338,10,-0.11466748104374802
338,11,-3.605198057040923
338,12,0.2862409000253534
338,13,9.651281355375556
338,14,3.9754027864612533
338,15,3.611318857207371
338,16,-1.1364616102066973
338,17,-1.3588968270611885
338,18,0.5763867642061967
338,19,1.9425584775346685
338,20,5.253080699999726
338,21,6.203987878022518
338,22,-1.6201648267920934
338,23,-0.03329677604249226
338,24,4.058122290046682
338,25,5.003396292467611
338,26,-3.5465882975392375
338,27,2.903632662267006
338,28,6.358478716260524
338,29,4.179931297552741
338,30,-4.471350925048526
338,31,2.15406449564611
338,32,0.8894098576482273
338,33,1.429999819589437
338,34,4.633592240444019
338,35,8.235229152418245
338,36,1.7030623052278475
338,37,3.2259431383769046
338,38,8.888327880257725
338,39,3.875840209752971
340,0,0.24714215951197557
340,1,5.577320336555336
340,2,6.637258869480859
340,3,1.0135096295322317
340,4,4.843970662008227
340,5,1.3253414008125932
340,6,-4.124672085699827
340,7,0.8274394307939
340,8,7.489009515177955
340,9,-1.5415955751814274
340,10,2.105978391027428
340,11,-2.225842061393167
340,12,-1.232959370288601
340,13,9.332350946893367
340,14,6.113004869629893
340,15,-1.30978135951063
340,16,-0.8557616819578542
340,17,-0.009120571174573933
340,18,1.1715539991964485
340,19,2.957726475427272
340,20,6.651773672812723
340,21,3.5589597211580424
340,22,-3.107061275389553
340,23,0.6700096012520831
340,24,4.470321942470772
340,25,4.116264330322851
340,26,-3.049490705277064
340,27,2.660031658810717
340,28,7.708202177627334
340,29,-0.5892181567929471
340,30,-3.7702133073071877
340,31,2.823819053442711
340,32,3.2441919820945007
340,33,2.310321631034414
340,34,6.355020819002997
340,35,7.58220282860332
340,36,0.5925603005140981
340,37,3.8528220929850523
340,38,9.452791471923732
340,39,1.1799058796426491
342,0,1.0160602273185817
342,1,6.207377053197864
342,2,7.01357492946093
342,3,0.9216321019286889
342,4,4.525780910514392
342,5,-0.14711346776579404
342,6,-3.1870163309085457
342,7,-0.9472479391422268
342,8,7.475944014860586
342,9,1.3888755598658253
342,10,2.8469635859983238
342,11,-1.580760114797446
342,12,-1.40693156217206
342,13,8.235375133412678
342,14,4.600303012952756
342,15,-4.9233519727016555
342,16,1.6150106014787518
342,17,1.0018320986217781
342,18,1.9384684774618088
342,19,4.378516353210015
342,20,6.7220944811243
342,21,-0.5034964726285154
342,22,-2.944182002820744
342,23,0.3475636130996765
342,24,5.208874045697801
342,25,2.8440578392205866
342,26,-2.8252865963483607
342,27,1.9461541820449555
342,28,7.889709577713925
342,29,-3.5245282223445322
342,30,-1.3851633429259933
342,31,1.7320076486467137
342,32,5.000014019925084
342,33,4.738635109192708
342,34,7.235416549672094
342,35,5.369067833238743
342,36,-0.46937358689914116
342,37,4.236167541144481
342,38,9.247425896649753
342,39,-1.3037517144221311
344,0,2.0637066286805603
344,1,7.72433114928914
344,2,6.396080736259385
344,3,0.010835692884243908
344,4,4.488003013245536
344,5,-0.6615685517328882
344,6,-1.8337919672055965
344,7,-1.9280501032632293
344,8,6.693350026358403
344,9,4.4389664234958195
344,10,0.8370808994847698
344,11,-1.4659546712217362
344,12,-1.373139096319918
344,13,7.585139707585882
344,14,1.953398779327241
344,15,-5.411461629680697
344,16,2.7459335397185383
344,17,3.4824107075614963
344,18,3.0594589866582025
344,19,5.532359907856878
344,20,4.5423882087130005
344,21,-3.5504358996081495
344,22,-0.6796778799209933
344,23,-0.23716545126946695
344,24,5.47059962128947
344,25,1.9608007754022794
344,26,-2.651087730568605
344,27,1.099233647733362
344,28,7.758839318021016
344,29,-3.417161701573216
344,30,1.6025562449555708
344,31,2.5314063520790753
344,32,6.396977194627359
344,33,7.6745868082492965
344,34,5.7325339525553565
344,35,1.1616920560832682
344,36,-0.5086748763097866
344,37,4.263120392231119
344,38,8.515721655480336
344,39,-2.7112793016004937
346,0,2.394647981517549
346,1,9.588883398841169
346,2,4.079730355818247
346,3,-1.2030230587486566
346,4,5.146582104879239
346,5,-0.0669464446575006
346,6,-0.6137765675774459
346,7,-1.7347209855573462
346,8,5.662104554934881
346,9,5.546001644990573
346,10,-1.953140522118149
346,11,-0.14674255213164378
346,12,-1.1764531295421043
346,13,7.3919669964893755
346,14,-0.09448519298482616
346,15,-4.53829686863176
346,16,1.3979955911632453
346,17,5.791309752529416
346,18,5.006146627546905
346,19,4.883293282491883
346,20,0.8129469442079984
346,21,-3.8098234190809035
346,22,1.0533433215810963
346,23,0.8853009291543884
346,24,5.711193386362351
346,25,1.0838557112152891
346,26,-2.3564606408798197
346,27,0.26919775785278904
346,28,7.78142313738828
346,29,-0.9693438069749796
346,30,3.115862424707918
346,31,5.376910988593048
346,32,8.483407944958687
346,33,7.025687425021218
346,34,0.2818820334738703
346,35,-0.6305412012812518
346,36,0.20338050167876948
346,37,4.527095572631035
346,38,7.271167172947425
346,39,-3.227655392008233
348,0,1.6538798615756607
348,1,10.652756660296143
348,2,1.006573237392585
348,3,-1.4362493948132342
348,4,5.666894088147098
348,5,1.2867910521164116
348,6,-0.17920656049168246
348,7,-0.9563318861163479
348,8,5.143602908023068
348,9,5.073988083843428
348,10,-3.234633250746517
348,11,2.1268100380689146
348,12,0.7138122132054986
348,13,7.465745236378315
348,14,-1.6625663841492768
348,15,-2.7188453671110255
348,16,-0.4597869169586781
348,17,6.368705624693154
348,18,6.960344898288501
348,19,1.185008455755571
348,20,-1.3377358292976311
348,21,-2.6354581941016204
348,22,1.0399524343577407
348,23,2.529299952673482
348,24,5.789277330343597
348,25,-0.3344090658779998
348,26,-1.5840191267391222
348,27,-0.4106417598315426
348,28,7.759882658502333
348,29,2.463254853947901
348,30,3.599825947354524
348,31,8.246242515476892
348,32,8.495094685846652
348,33,-0.12075542886588586
348,34,-2.229395324827884
348,35,0.5206393459621935
348,36,0.9698459606976019
348,37,5.167416699999912
348,38,5.482293875655518
348,39,-3.800710448812941
350,0,-0.5640973238858753
350,1,10.538982931726123
350,2,-0.2215846584231377
350,3,-0.6639411773816268
350,4,6.014244724643628
350,5,1.930797289626022
350,6,-0.6887304785159092
350,7,-0.3681432587304327
350,8,4.866901872515891
350,9,3.6398131644668887
350,10,-3.203006025765035
350,11,3.5170423015579395
350,12,3.8114998015392376
350,13,6.471383208307469
350,14,-2.858069814218036
350,15,-0.14895465861814816
350,16,-0.315962286677711
350,17,5.952289524271342
350,18,6.649182556773005
350,19,-2.424448207955262
350,20,0.2578033417600672
350,21,-1.7602314917937647
350,22,0.6094881851489947
350,23,3.4523517053551798
350,24,5.441997736702472
350,25,-1.9899008429404872
350,26,0.0011937519272228192
350,27,-0.5956286198949047
350,28,7.839897870064359
350,29,6.423300961731154
350,30,4.456850007175072
350,31,8.284341297824236
350,32,2.6792424651584743
350,33,-5.059629455385433
350,34,0.11566792392297809
350,35,0.800690550708816
350,36,2.2230723495619102
350,37,6.089221219174903
350,38,3.085950496178636
350,39,-4.4675964832311506
352,0,-3.557775925018287
352,1,9.228146202598465
352,2,2.1876653549140754
352,3,-0.08934915718700517
352,4,6.1553320536110965
352,5,2.1638488270293412
352,6,-1.090465301596037
352,7,0.1831920463948699
352,8,5.1345514017355
352,9,2.7226861558918904
352,10,-2.5812503515024665
352,11,3.3272736558455787
352,12,6.798119717292878
352,13,2.9616139455223776
352,14,-3.834231390847396
352,15,2.044686243358661
352,16,1.497540249285184
352,17,6.276590537821799
352,18,4.585359266775409
352,19,-3.833453460537323
352,20,3.116571012768466
352,21,-0.09332493936800001
352,22,1.077366856720967
352,23,4.338137961493897
352,24,4.529953336176314
352,25,-2.4484781822363
352,26,1.8135337365417454
352,27,1.1622466405529286
352,28,7.983520001151008
352,29,9.732664895912183
352,30,3.7901648610074883
352,31,4.6265137014050906
352,32,-2.6150335421174566
352,33,-3.7054057900643795
352,34,0.17041032698434755
352,35,1.7446815501668687
352,36,3.4973404756707787
352,37,6.177019324256796
352,38,-0.8119364577401298
352,39,-4.071760827249209
354,0,-4.897016498145886
354,1,6.201767296312041
